ACCIDENT_NO,NODE_ID,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION
T20210012416,64158,9999,LINCOLN,STREET,NOTTINGHAM,STREET,,E
T20240019265,807147,9999,HEYERS,ROAD,BURDOO,DRIVE,36,E
T20180001718,359617,2530,CALDER,FREEWAY,,,23,NK
T20210004067,680466,9999,RADIATA,STREET,NORFOLK,CRESCENT,,NE
T20120021017,29667,5307,BLACKBURN,ROAD,CENTREWAY,,,S
T20190014730,589726,9999,HENRY,STREET,ASCOT PARK,DRIVE,,W
T20210013462,705934,9999,VERBENA,GROVE,HAZEL,ROAD,80,SW
T20130009798,261129,5403,ROWAN,STREET,GRAY,STREET,146,E
T20150027001,52392,9999,LIDDIARD,ROAD,MILES,STREET,,N
T20230029334,794076,9999,PRIMROSE,AVENUE,WEATHERBY,AVENUE,9,E
T20230010323,52530,9999,COWRA,AVENUE,FOURTEENTH,STREET,,NE
T20180003517,327369,5873,BROADMEADOWS,ROAD,NORTH CIRCULAR,ROAD,630,W
T20170007305,329246,5080,PITFIELD-SCARSDALE,ROAD,LOCHARTHS,ROAD,326,N
T20200015686,660726,9999,HALL,ROAD,CADLES,ROAD,7,W
T20210001360,674984,5458,SOMERVILLE,ROAD,MCDONALD,ROAD,380,NW
T20130012118,261090,5082,VICTORIA,STREET,LEICESTER,STREET,61,E
T20140024441,278273,9999,FAWKNER,STREET,DOONE,STREET,44,N
T20200021897,688466,2820,WEST GATE,FREEWAY,MONTAGUE,STREET,93,W
T20230016753,777484,2050,STATE (LOWER DANDENONG/CHELTENHAM),HIGHWAY,FOSTER,STREET,6,W
T20120003044,250906,2530,CALDER,FREEWAY,FLORA,STREET,201,SE
T20210011993,684426,2530,DON STREET -HIGH,STREET,VIOLET,STREET,163,NE
T20140010446,39645,2720,MAROONDAH,HIGHWAY,PRATT,STREET,,SW
T20150005035,357184,5531,BLOOMFIELD,ROAD,BRIDGE,ROAD,335,S
T20220029021,744400,5768,BERWICK-CRANBOURNE,ROAD,GLASSCOCKS,ROAD,13,S
T20130026196,266016,9999,PLUMRIDGE,STREET,KENNEWELL,STREET,68,NW
T20150017657,293272,9999,KOOYONG,ROAD,CRIMEA,STREET,10,S
T20200018948,669840,5295,BALACLAVA,ROAD,KOOYONG,ROAD,17,E
T20230018809,789860,9999,BLACK SNAKE CREEK,ROAD,BEENAK EAST,ROAD,64,SE
T20180000921,68423,2750,BURWOOD,HIGHWAY,MOSSFIELD,AVENUE,,W
T20240032943,815032,9999,MAJORCA,ROAD,CRAIGIE PARK,ROAD,,NW
T20150020185,294583,9999,STUDLEY,ROAD,BELL-BANKSIA,LINK,118,NE
T20170010182,317753,9999,ROBINSONS,ROAD,FOLEYS,ROAD,21,S
T20230014186,787199,9999,BENNETT,STREET,PARK,STREET,21,N
T20120012588,253296,9999,HODGKINSON,STREET,MICHAEL,STREET,,W
T20210007875,332869,5445,PRINCES,HIGHWAY,PRINCES,HIGHWAY,,NE
T20120025491,43192,9999,LAURA,STREET,STATION,STREET,,NE
T20170005409,358581,5960,SOMERTON,ROAD,MCPHERSON,BOULEVARD,202,E
T20160006514,301295,5903,NARRE WARREN-CRANBOURNE,ROAD,CLARENDON,STREET,41,N
T20150024776,296791,9999,BUNYIP RIDGE,TRACK,BLUE RANGE,ROAD,1092,S
T20220007408,716978,4036,YARRA,BOULEVARD,CITYLINK IN-YARRA OF,RAMP,127,SE
T20120009848,251401,5762,LOWER HEIDELBERG,ROAD,BURKE N,ROAD,37,NE
T20120004695,44456,5165,WEST FYANS,STREET,PAKINGTON,STREET,,W
T20230026086,29634,5840,MARINE,PARADE,DICKENS,STREET,,N
T20190012361,36932,2240,CITY,ROAD,POWER,STREET,,S
T20150012937,40237,5898,TOORAK,ROAD,KOOYONG,ROAD,,W
T20220002440,723429,5493,KEILOR-DERRIMUT ROAD -MT DERRIMUT ROAD -WINDS,BOULEVARD,CASTRO,WAY,161,S
T20170002204,313677,4851,GRAMPIANS,ROAD,SCHOOL,ROAD,184,S
T20140001758,266984,9999,BAMAWM HALL,ROAD,SINGER,ROAD,,N
T20120019101,38376,5307,BLACKBURN,ROAD,GEORGE,STREET,,S
T20230030942,42380,5803,BOUNDARY ROAD -CLAYTON,ROAD,HEATHERTON,ROAD,,N
T20180008546,49547,9999,HALLETTS,WAY,HOLTS,LANE,,N
T20120005802,250395,5302,HIGHBURY,ROAD,FINCH,STREET,35,W
T20150006667,289103,9999,BYRES,ROAD,VIGOR,STREET,19,S
T20240005966,804372,5622,LEAKES,ROAD,FORSYTH,ROAD,27,W
T20180000039,326509,5111,WARRNAMBOOL-CARAMUT,ROAD,ASHGROVE,ROAD,149,NE
T20130004281,268287,5709,SAND,ROAD,PRINCES,FREEWAY,52,S
T20180023896,340772,5793,WHITTLESEA-YEA,ROAD,SPRING VALLEY,ROAD,1282,NW
T20200017853,51793,9999,RICHARDS,ROAD,TOMKIES,ROAD,,S
T20190010069,46836,5774,BELGRAVE-GEMBROOK,ROAD,OGILVY,ROAD,,W
T20150011190,289603,9999,CENTENARY,DRIVE,REDLEAP,AVENUE,134,E
T20190002695,344103,9999,UNNAMED,,ROSAMOND,ROAD,8,E
T20120019895,48468,2400,SPRINGVALE,ROAD,MORDEN,COURT,,N
T20170000943,37282,5948,VICTORIA,STREET,GROSVENOR,STREET,,W
T20120021042,36037,9999,GLENLYON,ROAD,LYGON,STREET,,W
T20190007759,39206,5805,DONCASTER,ROAD,GARDENIA,ROAD,,W
T20210010946,684258,9999,KOOYONG,ROAD,HARTINGTON,STREET,25,S
T20190016794,59326,9999,BENALLA,STREET,SMYTHE,STREET,,W
T20160018668,307557,9999,COBURNS,ROAD,DIGGERS REST-COIMADAI,ROAD,553,S
T20140005369,270320,2540,NORTHERN,HIGHWAY,PASCOE,STREET,156,SW
T20120008407,251092,9999,YAN YEAN,ROAD,WORNS,LANE,352,SW
T20220004930,47916,5874,BURKE,ROAD,MAITLAND,AVENUE,,S
T20170007361,12655,5819,PASCOE VALE,ROAD,PASCOE VALE-WESTERN RING IN ON,RAMP,,S
T20120005535,37829,5736,NICHOLSON,STREET,BLYTH,STREET,,S
T20150008065,55801,9999,KIMBARRA,DRIVE,OSHEA,ROAD,,N
T20140004672,267751,2570,MURRAY VALLEY,HIGHWAY,HIBBERSON,ROAD,52,NE
T20150010855,289751,5294,CARLISLE,STREET,WESTBURY,STREET,18,E
T20220023328,248695,9999,DOCTORS GULLY,ROAD,BANNONS N,LANE,188,N
T20120012522,252248,9999,BROOKS,CRESCENT,WAIGO,WAY,,NW
T20200023399,698756,9999,BOURKE,ROAD,LANGAN,ROAD,548,W
T20170021349,600321,5822,MELBOURNE,ROAD,NORTH,ROAD,9,SE
T20120008775,251287,5520,BALLARAT,ROAD,HULETT,STREET,16,E
T20210011403,683808,5899,ELGAR,ROAD,CARRINGTON,ROAD,10,S
T20120013845,354565,2620,HENTY,HIGHWAY,W REEDS,ROAD,604,SW
T20240012015,806801,2900,WESTERN RING,ROAD,WESTERN RING OUT-KEILOR PARK OF,RAMP,3,NE
T20150010886,291095,2550,HUME,FREEWAY,ELEVEN MILE CREEK,ROAD,2561,NE
T20120018915,254531,5359,MCKENZIE,ROAD,MURPHY,ROAD,502,NW
T20130012981,261313,9999,BRICK CHURCH,ROAD,PRAIRIE-ROCHESTER,ROAD,224,SE
T20200015698,660896,5200,LOCKWOOD,ROAD,MCCOMBS,ROAD,60,E
T20160025546,358712,5737,BOLDREWOOD,PARADE,ALBERT,STREET,148,N
T20250000269,813264,9999,WESTWOOD,DRIVE,COMMERCIAL,ROAD,138,S
T20230024018,783111,9999,ARKELLS,LANE,HUME,FREEWAY,133,W
T20130014899,262131,9999,ROKEBY-JINDIVICK,ROAD,SHEARN,ROAD,3,S
T20120018796,254448,2000,MONASH,FREEWAY,BURKE,ROAD,48,NW
T20220012468,720321,5956,GREENDALE-TRENTHAM,ROAD,MADDISONS,LANE,113,N
T20200003228,29912,9999,FRANCIS,STREET,KANOOKA,GROVE,,W
T20230021293,52003,9999,KENT,STREET,MCLEAN,STREET,,S
T20230015914,777004,2820,WEST GATE,FREEWAY,THE AVENUE,,113,W
T20180004181,328032,2190,SURF COAST,HIGHWAY,HANSEN,DRIVE,188,S
T20190017952,588153,5010,ANGLESEA ROAD -MT DUNEED,ROAD,ANGLESEA,ROAD,,SW
T20190018230,586478,4028,BEECH FOREST-LAVERS HILL,ROAD,PHILLIPS,TRACK,1198,E
T20170001379,313257,5606,COOPER,STREET,COOPER-HUME IN ON,RAMP,106,E
T20170018988,322279,9999,MOUNT PLEASANT,ROAD,LLOYD,ROAD,219,NW
T20140005560,356079,9999,GISBORNE,STREET,ALBERT,STREET,24,S
T20120021115,269552,2560,OMEO,HIGHWAY,BINGO-TICE,ROAD,8724,NW
T20150024478,297572,9999,SCOTT,ROAD,MAYWOOD,ROAD,284,E
T20180009528,272173,9999,COLLEGE,CRESCENT,COLLEGE ALT,CRESCENT,,SE
T20210008082,56250,2050,CHELTENHAM,ROAD,FIVEWAYS,BOULEVARDE,,W
T20210026686,689576,2510,PRINCES,HIGHWAY,HILL 60,TRAIL,842,NE
T20150001960,281731,7462,PRINCES IN-OLD GEELONG,RAMP,FITZGERALD,ROAD,71,S
T20180018610,337499,9999,CUSDIN,STREET,GOODWIN,STREET,19,N
T20200023342,671307,5929,SPRINGVALE,ROAD,ELEANOR,COURT,83,N
T20150003671,56800,5183,GRANT,STREET,JAMES,STREET,,NW
T20240010417,802084,5443,HEATHS,ROAD,RIVERBEND,CRESCENT,7,NE
T20220023595,735330,2000,MONASH,FREEWAY,FERNTREE GULLY,ROAD,14,NW
T20210014319,686862,5437,OAKLANDS,ROAD,WOODLANDS,DRIVE,219,N
T20180007300,329403,2500,GEELONG,ROAD,HOLMWOOD,ROAD,57,E
T20220028023,782204,5860,STATION,STREET,MITCHELL,STREET,98,S
T20240005699,803435,5970,HEATHERTON,ROAD,STEVENSON,AVENUE,7,W
T20170022446,46651,5318,CLARENDON,STREET,BRIDPORT,STREET,,N
T20240019524,807965,9999,SOUTHBANK,BOULEVARD,CITY,ROAD,27,SE
T20150018205,296821,9999,SMITH,STREET,WILLIAMSTOWN,ROAD,32,N
T20190010904,346103,9999,HUNTS,ROAD,MONUMENT,ROAD,16,N
T20230027268,788170,5607,MCDONALDS,ROAD,MEADOW GLEN,DRIVE,45,E
T20160025808,312596,9999,ARDYNE,STREET,RAILWAY,PARADE,111,S
T20240018561,806889,5903,NARRE WARREN,ROAD,MAJESTIC,BOULEVARD,95,S
T20120016398,69967,5313,WICKHAM,ROAD,ROYAL,TERRACE,,W
T20130020852,37920,2400,BELL,STREET,MARY,STREET,,W
T20150015500,292299,2510,PRINCES,STREET,BANK,STREET,18,W
T20210000104,671943,9999,BLUE RAG RANGE,TRACK,BASALT NORTH,TRACK,5114,NW
T20220027741,775985,9999,BOES,ROAD,GRAYDENS,ROAD,25,S
T20170015321,320223,2900,WESTERN RING,ROAD,WESTERN RING IN-WESTERN OF,RAMP,62,NE
T20170024223,279328,2660,NEPEAN,HIGHWAY,STEPHENS,STREET,329,N
T20150004779,57349,5814,PLENTY,ROAD,DEVELOPMENT,BOULEVARD,,NE
T20160026600,312497,4890,GREAT OCEAN,ROAD,BINNS,ROAD,154,NW
T20140006480,607009,7859,PENINSULA LINK IN-EASTLINK,RAMP,MORNINGTON PENINSULA,FREEWAY,822,NE
T20180021918,341230,2190,SURF COAST,HIGHWAY,LOWER DUNEED,ROAD,227,SW
T20240004470,798535,5903,NARRE WARREN,ROAD,THOMPSONS,ROAD,126,SE
T20120019374,42414,5803,CLAYTON,ROAD,ALWARD,AVENUE,,N
T20210020979,695017,4036,YARRA,BOULEVARD,BOATHOUSE,ROAD,169,E
T20120011550,251928,5318,CLARENDON,STREET,DORCAS,STREET,46,N
T20160006869,302089,9999,MOOREFIELD PARK,DRIVE,ROMET,ROAD,,W
T20150012753,504,2400,SPRINGVALE,ROAD,WHITEHORSE,ROAD,,N
T20190004378,345928,2620,HENTY,HIGHWAY,SAWMILL,ROAD,32,NE
T20180021099,340059,5793,WHITTLESEA-YEA,ROAD,ROAD 22,,999,SW
T20190014112,277120,2790,ANZAC PARADE -KIEWA VALLEY,HIGHWAY,ANZAC,PARADE,,N
T20210022290,699106,9999,DALRY,ROAD,WHISTLER,ROAD,649,E
T20140015746,278340,2520,WESTERN,FREEWAY,PAYNES,ROAD,149,NW
T20210005135,677958,7670,PRINCES-GEELONG RING OUT,RAMP,GEELONG RING,ROAD,51,S
T20120018378,254824,9999,BRANAGAN,DRIVE,JONES,COURT,24,W
T20240030356,811700,9999,VICTORIA,ROAD,COLLINS,STREET,,N
T20210025313,701492,5996,WHITEHORSE,ROAD,BURKE,ROAD,9,E
T20200011024,664328,2500,PRINCES,HIGHWAY,NEPEAN,ROAD,,NE
T20120013522,41936,2750,BURWOOD,HIGHWAY,DORSET,ROAD,,NW
T20130004539,57065,5493,MT DERRIMUT,ROAD,FOLEYS,ROAD,,S
T20210006482,679549,5060,GEELONG-BACCHUS MARSH,ROAD,GLENMORE,ROAD,597,SW
T20190006587,60698,9999,NORMAN,STREET,PRIMROSE,STREET,,W
T20230019972,792022,9999,HASTINGS,AVENUE,WATERLOO,COURT,,NE
T20120017474,253767,5743,LOWER PLENTY,ROAD,BELLEVUE,AVENUE,94,SW
T20160007387,301779,9999,TEMPLETON,STREET,BURWOOD,HIGHWAY,60,N
T20150008258,356888,5804,MITCHAM,ROAD,ORION,STREET,19,S
T20170018801,322416,9999,AUSTRALIS,DRIVE,CALARCO,DRIVE,,E
T20160015265,305950,2530,CALDER,FREEWAY,WOORITE,PLACE,87,E
T20160027075,313641,9999,MCDONALDS DRAIN,ROAD,MCKAYS,ROAD,,NE
T20150000377,281183,9999,LA TROBE,STREET,SUTHERLAND,STREET,46,W
T20240000136,803715,4005,GREAT ALPINE,ROAD,OLD COACH,ROAD,877,SE
T20150009140,296296,2880,METROPOLITAN RING,ROAD,METROPOLITAN RING OUT-DALTON OF,RAMP,61,W
T20190001320,70184,9999,BARNETT,GROVE,CALLANDER,ROAD,,W
T20120025963,11447,5307,BLACKBURN,ROAD,BLACKBURN-MONASH IN ON,RAMP,,S
T20230012789,775442,9999,OLIVE,STREET,CLAYTON,ROAD,13,E
T20150026596,1216,9999,CHAPMAN,STREET,THOMSON,DRIVE,,W
T20240008890,44909,5493,STATION,ROAD,TULLOCH,STREET,,S
T20230021399,72069,9999,CHARLES,STREET,PENNY,AVENUE,,N
T20210025012,698955,9999,WYATT,WAY,TAYLORS,LANE,19,N
T20130012070,269213,2880,METROPOLITAN RING,ROAD,HIGH,STREET,93,W
T20200016331,661955,5964,BELMORE,ROAD,EVELINA,STREET,157,SW
T20170023291,325181,5666,MARDAN,ROAD,PETERS,LANE,263,NE
T20180012381,332163,5092,PRINCES,STREET,DRUMMOND,STREET,22,W
T20170008277,317034,9999,METCALFE,DRIVE,REGAN,DRIVE,33,S
T20240011416,804265,9999,DALMORE,ROAD,BALLARTO,ROAD,503,S
T20120016439,273631,2060,NORTH,ROAD,BRETT,STREET,49,W
T20180015821,358990,5100,MORTLAKE-ARARAT,ROAD,GREEN,LANE,443,S
T20140000821,265790,2530,CALDER,FREEWAY,CALDER OUT-BULLA-DIGGERS REST OF,RAMP,527,SE
T20120026014,721,2290,WELLINGTON,ROAD,GARDEN,ROAD,,W
T20120008497,251265,5882,ST KILDA,ROAD,BURNLEY,TUNNEL,91,N
T20140011699,55791,5056,WESTALL ROAD -WESTALL,ROAD,HEATHERTON,ROAD,,N
T20130005622,43864,9999,OSHEA,ROAD,SOLDIERS,ROAD,,W
T20190022720,44624,5910,GRIMSHAW,STREET,BALAKA,PLACE,,W
T20200001628,42380,5803,BOUNDARY ROAD -CLAYTON,ROAD,HEATHERTON,ROAD,,N
T20210016111,29717,2090,STUD,ROAD,KING,STREET,,S
T20240024496,36037,9999,GLENLYON,ROAD,LYGON,STREET,,W
T20230011315,41895,5428,KELLETTS,ROAD,KAROO,ROAD,,W
T20150011846,41297,9999,BAMBRA,ROAD,GLEN HUNTLY,ROAD,,S
T20200013419,1248,5820,MICKLEHAM,ROAD,INTERNATIONAL,DRIVE,,S
T20190017556,55305,9999,GOURLAY,ROAD,HUME,DRIVE,,N
T20130015878,1251,5215,FURLONG,ROAD,ST ALBANS,ROAD,,E
T20140008900,42404,5803,CLAYTON,ROAD,CARINISH,ROAD,,N
T20120012064,234609,2290,WELLINGTON,ROAD,BLACKBURN,ROAD,,W
T20220009789,36828,5061,SPENCER,STREET,LONSDALE,STREET,,S
T20160022408,30002,2510,DANDENONG,ROAD,WESTALL,ROAD,25,SE
T20140011716,900,2090,FRANKSTON-DANDENONG,ROAD,THOMPSON,ROAD,54,SW
T20170008561,44662,5712,NAR NAR GOON-LONGWARRY,ROAD,BUNYIP-MODELLA,ROAD,,W
T20210023846,41249,5296,GLEN EIRA,ROAD,KOOYONG,ROAD,,W
T20130010135,35737,5903,CRANBOURNE,ROAD,ORMOND,ROAD,,N
T20120017410,45640,5733,SYDNEY,ROAD,BARKLY,STREET,,S
T20160009973,45433,5824,MT ALEXANDER,ROAD,MARIBYRNONG,ROAD,,S
T20140001604,35622,2090,STUD,ROAD,HEATHERTON,ROAD,,S
T20240000114,32015,2750,BURWOOD,HIGHWAY,BLACKBURN,ROAD,,W
T20210025405,43917,5213,CLYDE-FIVE WAYS,ROAD,BALLARTO,ROAD,,N
T20150021243,35555,2060,NORTH,ROAD,WARRIGAL,ROAD,,W
T20220029717,221383,5500,HUME HIGHWAY -SYDNEY,ROAD,COOPER,STREET,,N
T20120000621,273255,9999,HUTCHINSONS,ROAD,JAMES,STREET,929,SE
T20140022264,49383,5047,BRIDGE,STREET,SMYTHE,STREET,,W
T20200001086,103792,2660,NEPEAN,HIGHWAY,SEAFORD,ROAD,138,N
T20130013737,261533,9999,ALEXINA,STREET,ALFRIEDA,STREET,,W
T20130024073,29991,2110,WILSON,STREET,DARLOT,STREET,,W
T20210025882,47884,2750,TOORAK,ROAD,HIGHFIELD,ROAD,,W
T20190023487,604228,2996,EASTLINK,,EASTLINK-PENINSULA LINK OUT ON,RAMP,1013,E
T20200011195,29907,9999,DEVON,ROAD,WATERLOO,ROAD,,W
T20210010934,730214,2860,MOOROODUC,HIGHWAY,MARGATE,AVENUE,121,N
T20120000814,41221,9999,BAY,STREET,WARRISTON,STREET,,W
T20150009093,356906,9999,CORRIGAN,ROAD,CHELTENHAM,ROAD,69,N
T20220000949,35552,9999,CARDINAL,ROAD,GLENROY,ROAD,,N
T20190015683,343727,2510,DANDENONG,ROAD,SPRINGVALE,ROAD,32,NW
T20190017429,591760,5864,MARIBYRNONG,ROAD,MOORE,STREET,46,W
T20140026283,286778,5520,BALLARAT,ROAD,CAIRNLEA,DRIVE,325,W
T20210004707,679542,2300,MELBA,HIGHWAY,MACINTYRE,LANE,1121,N
T20220002573,50710,2500,RAGLAN,PARADE,FOSTER,STREET,,SE
T20200016864,668998,9999,LITTLE COLLINS,STREET,GURNERS,LANE,,W
T20150024832,230092,2750,BURWOOD,HIGHWAY,OLD STUD,ROAD,,W
T20130000275,267831,9999,DELLICKNORA,ROAD,MCKILLOPS,ROAD,638,E
T20210002882,50536,2780,DUNLOP,STREET,BURKE,STREET,,E
T20200016662,357532,9999,THOMAS MITCHELL,DRIVE,THOMAS MITCHELL ALT,DRIVE,,SE
T20150006402,270204,9999,FREDERICK,STREET,HYDE,STREET,,E
T20220028498,652052,9999,TINDALS,ROAD,RAYMOND ELLIOT,COURT,,NE
T20230024757,792038,4961,MARYSVILLE-WOODS POINT,ROAD,OBSERVATION,ROAD,280,E
T20200019455,666155,5960,SOMERTON,ROAD,GREENVALE PARK ALT,DRIVE,391,E
T20240006729,799966,9999,SWANSON,BOULEVARD,CADELLA,WAY,17,W
T20210009883,683365,9999,NEPEAN HIGHWAY SERVICE,ROAD,NEPEAN,HIGHWAY,8,W
T20180005324,328359,2590,MIDLAND,HIGHWAY,SIDEBOTTOMS,ROAD,1080,W
T20230010601,45296,9999,KONAGADERRA,ROAD,WILDWOOD,ROAD,,W
T20150015822,292977,2820,WEST GATE,FREEWAY,WEST GATE OUT-WESTERN RING OUT,RAMP,136,NE
T20190001035,345972,9999,PATTERSONS,ROAD,HARTLEIGH,STREET,4,W
T20140003994,267018,5044,FLEMINGTON,ROAD,FLEMINGTON,ROAD,107,NW
T20170004526,314995,9999,TREMBATHS,ROAD,STRZELECKI,HIGHWAY,48,W
T20240003866,798665,5061,SPENCER,STREET,FLINDERS,LANE,3,S
T20130003500,59729,9999,CREEK,STREET,VINE,STREET,,SW
T20210025042,778578,2070,WARRIGAL,ROAD,EUSTON,ROAD,25,N
T20140021893,280057,5292,RIVERSDALE,ROAD,COOLOONGATTA,ROAD,80,W
T20240014651,805866,5194,TRENTHAM,ROAD,HILL,DRIVE,270,S
T20160006138,301973,9999,TRELOAR,LANE,COOK,DRIVE,61,W
T20230013564,778589,5913,HAZELWOOD,ROAD,SANDERS,ROAD,9,NE
T20230011357,775892,5801,HIGH,STREET,PUNT,ROAD,98,W
T20190021579,36867,9999,COLLINS,STREET,WILLIAM,STREET,,E
T20240020379,355687,5500,SYDNEY,ROAD,BOUNDARY,ROAD,18,S
T20190004622,343217,9999,CAMBRIDGE,WAY,CARLISLE,COURT,35,S
T20220012750,222154,9999,MALAHIDE,DRIVE,MCKELLAR,DRIVE,,SW
T20120016781,70553,9999,HEMMINGS,STREET,WILMA,AVENUE,,W
T20240030938,811990,5225,WILLIAMSONS,ROAD,WILLIAMSONS,ROAD,7,S
T20230021559,47195,5311,BAY,ROAD,JACKSON,ROAD,,W
T20210021596,67459,9999,DAWSON,STREET,NICHOLSON,STREET,,N
T20230016468,777974,5856,MADDEN,GROVE,SWAN,STREET,181,S
T20210014585,687255,2070,WARRIGAL,ROAD,BATH,ROAD,21,N
T20120015001,273625,2040,MELTON,HIGHWAY,GOURLAY,ROAD,101,W
T20210000686,676190,9999,METUNG,ROAD,METUNG,ROAD,159,S
T20210008826,684649,9999,RAILWAY,PARADE,SPRINGVALE,ROAD,22,W
T20210021704,737289,2640,GOULBURN VALLEY,HIGHWAY,MITCHELL,ROAD,532,N
T20150000039,58445,9999,COGHILL,STREET,MCNALLY,STREET,,N
T20220029450,769443,2500,SMITHFIELD,ROAD,SPEAKMEN,STREET,62,SW
T20180021335,339739,2090,FRANKSTON-DANDENONG,ROAD,GLASSCOCKS,ROAD,201,SW
T20170018825,322220,5005,COMMERCIAL,ROAD,AFFLECK,STREET,37,E
T20230007270,783602,5798,WELLINGTON,ROAD,LYSTERFIELD,ROAD,413,SE
T20240016872,807875,5770,HEALESVILLE-KOO WEE RUP,ROAD,SYME,ROAD,872,NW
T20190002334,345501,5812,HEIDELBERG,ROAD,HEIDELBERG,ROAD,40,W
T20230005209,765772,2820,WEST GATE,FREEWAY,MILLERS-WEST GATE IN ON,RAMP,320,W
T20200014315,659479,9999,GRAND RIDGE,ROAD,LEAMONS,ROAD,1016,NE
T20190012248,346970,5213,CLYDE-FIVE WAYS,ROAD,SOUTH GIPPSLAND,HIGHWAY,62,NE
T20160025002,310819,5190,GISBORNE,ROAD,RUSSELLS,ROAD,275,SE
T20120010550,35306,5781,MT DANDENONG,ROAD,MAIN,STREET,,W
T20240023882,340664,5500,SYDNEY,ROAD,HUME-METROPOLITAN RING OUT ON,RAMP,,N
T20170023136,44862,2610,DEAKIN,AVENUE,TWELFTH,STREET,,SW
T20140008483,44862,2610,DEAKIN,AVENUE,TWELFTH,STREET,,SW
T20150005572,356856,2550,HUME,FREEWAY,METROPOLITAN RING IN-HUME,RAMP,1253,N
T20160019365,39734,5422,BAYSWATER,ROAD,VINTER,AVENUE,,SW
T20160009031,302617,9999,AITKEN,BOULEVARD,BRIDGEHAVEN,DRIVE,,N
T20180009795,331727,2510,PRINCES,HIGHWAY,GARGANS,LANE,475,SW
T20130023079,265242,9999,DAWSON,STREET,BARRY,STREET,40,W
T20220015936,774751,7554,WEST GATE IN-KINGS,RAMP,CITYLINK IN-KINGS OF,RAMP,337,W
T20160019516,308074,2520,WESTERN,FREEWAY,WESTERN OUT-CHRISTIES OF,RAMP,723,SE
T20220024092,776023,9999,KIDDS,ROAD,BETULA,STREET,17,E
T20210003139,675817,9999,PLEASANT,STREET,LA TROBE,STREET,8,N
T20240028823,814175,5898,TOORAK,ROAD,CLARA,STREET,10,W
T20200008076,628291,9999,GATWICK,ROAD,LEIGHTON,ROAD,,N
T20160002147,40925,5920,BORONIA,ROAD,PINDARI,DRIVE,,NW
T20240025856,248985,9999,COALVILLE,ROAD,MOE SOUTH,ROAD,,NE
T20210010171,617592,2510,PRINCES,HIGHWAY,,,44,NK
T20240015732,806808,9999,BRISBANE,STREET,BRIDGE,STREET,90,N
T20190021094,659682,9999,TINAMBA-GLENMAGGIE,ROAD,TYSON,ROAD,443,W
T20200013567,657829,5822,WILLIAMSTOWN,ROAD,KINGSTON,STREET,15,N
T20240007577,800753,5114,BRUNSWICK,STREET,YORK,STREET,34,N
T20180006077,258416,2780,HAMILTON,HIGHWAY,INVERLEIGH-WINCHELSEA,ROAD,,E
T20240002417,797277,9999,TANNERY,LANE,FADERSONS,LANE,101,W
T20180006074,304390,5824,BULLA,ROAD,CARNARVON,ROAD,26,SE
T20230002401,69231,5316,EAST BOUNDARY,ROAD,GEORGE,STREET,,S
T20190003850,360198,2400,BELL,STREET,EDWIN,STREET,,SE
T20250001092,813825,9999,WYLDWOOD,CLOSE,CHESTERFIELD,ROAD,73,E
T20170008803,358622,9999,LINCOLN,STREET,HIGHBURY,ROAD,102,N
T20230022298,790385,9999,MELBOURNE,AVENUE,COSMOS,STREET,3,E
T20160024920,310840,5748,MURRAY RIVER,ROAD,SUGARLOAF,TRACK,374,SW
T20160016909,306933,9999,LILYDALE LAKE,ROAD,SWANSEA,ROAD,,SW
T20200021896,669504,9999,OLD SYDNEY,ROAD,POULTERS,LANE,209,NE
T20160005841,301050,9999,PINE,ROAD,SALI,DRIVE,48,W
T20140001668,266487,2540,NORTHERN,HIGHWAY,UNION,LANE,233,S
T20160004490,300153,5840,BEACH,ROAD,ELIZA,STREET,26,N
T20220025618,44662,5712,NAR NAR GOON-LONGWARRY,ROAD,BUNYIP-MODELLA,ROAD,,W
T20230020128,30033,9999,COLLEGE,DRIVE,POUND,ROAD,,NE
T20240008915,37648,5898,TOORAK,ROAD,MURPHY,STREET,,W
T20140018477,281821,2660,NEPEAN,HIGHWAY,TI-TREE,GROVE,229,N
T20130023895,44854,5790,MAIN,ROAD,ANDREWS,STREET,,E
T20180013295,332679,2090,STUD,ROAD,STUD,ROAD,70,SE
T20210008600,686211,9999,NORMANS,ROAD,METUNG,ROAD,69,W
T20180021333,349841,9999,GIPPS,STREET,NICHOLSON,STREET,25,E
T20150005645,42561,5305,POLICE,ROAD,HILLSIDE,STREET,,W
T20140019743,275468,2510,PRINCES,HIGHWAY,SPRINGVALE,ROAD,1,SE
T20210011062,39504,2720,WHITEHORSE,ROAD,MCCULLOCH,STREET,,W
T20170006316,35698,9999,DINAH,PARADE,ROSEHILL,ROAD,,NW
T20220003133,707061,5783,MOUNTAIN,HIGHWAY,CHUDLEIGH,CRESCENT,,W
T20200000609,623273,9999,OLD CENTRAL,ROAD,FOSTER-MIRBOO,ROAD,903,NE
T20210023092,773132,2190,TORQUAY,ROAD,WINTER,STREET,144,S
T20130012948,263269,9999,BARKLY,STREET,BOWEN,STREET,,E
T20140010018,50885,9999,MELROSE,DRIVE,TOURMALINE,DRIVE,,S
T20130004275,73037,5756,ESPLANADE,,BENTONS,ROAD,,N
