ACCIDENT_NO,NODE_ID,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION
T20120028797,277111,9999,LATROBE RIVER,ROAD,SEVEN MILE CREEK,ROAD,641,W
T20150013833,49057,9999,DELBRIDGE,STREET,FALCONER,STREET,,NW
T20230022755,790782,5175,LYELL,ROAD,KELLYS,ROAD,395,N
T20230007708,39775,5781,MT DANDENONG,ROAD,SPRINGFIELD,AVENUE,,W
T20240007550,52939,9999,RIPON,STREET,SEBASTOPOL,STREET,,N
T20200012570,660680,5952,BONANG,ROAD,TWENTY NINE MILE,TRACK,1697,SW
T20160001932,224814,9999,BEARDS,TRACK,LATROBE RIVER,ROAD,,NW
T20210003070,675539,5175,LYELL,ROAD,KELLYS,ROAD,,N
T20220018090,721364,7263,WEST GATE OUT-MONTAGUE,RAMP,WEST GATE OUT-CITYLINK OUT,RAMP,240,SE
T20160016344,306372,9999,COBURNS,ROAD,WESTMELTON,DRIVE,55,N
T20180008501,330097,5493,MT DERRIMUT,ROAD,AUSTRALIS,DRIVE,,N
T20140020608,277236,5148,CASTERTON-PENOLA,ROAD,NANGWARRY,ROAD,100,NW
T20160000007,302184,9999,JARVIS,ROAD,CUMMINGS,ROAD,401,N
T20220009819,711523,5817,HIGH,STREET,BROADHURST,AVENUE,7,N
T20130011665,66520,9999,COVENTRY,STREET,DODDS,STREET,,W
T20190005172,353204,5167,DAVEY,STREET,YOUNG,STREET,,SE
T20160016398,255483,2530,SEVENTEENTH,STREET,RIVERSIDE,AVENUE,,SE
T20220008948,50635,2620,HENTY,HIGHWAY,NEW ALT,STREET,,SW
T20240029220,688539,2400,BELL,STREET,BARROW,STREET,,E
T20160026902,140600,2600,PENINSULA LINK,FREEWAY,JETTY,ROAD,1013,NE
T20240022906,808367,5005,COMMERCIAL,ROAD,HARDY,STREET,2,E
T20120025208,256550,5045,PORTLAND-NELSON,ROAD,ELBOW FORD,ROAD,73,NW
T20240009332,801514,9999,BUNINYONG-MT MERCER,ROAD,BANKINS,LANE,502,N
T20120012618,252136,9999,SMITH,STREET,BATH,STREET,14,NE
T20210017472,690271,9999,GALVIN,ROAD,GALVIN ALT,ROAD,34,S
T20220025009,775039,9999,THE BOULEVARD,,LANGI,STREET,53,S
T20230013071,803878,2660,BRIGHTON,ROAD,BURNS,STREET,15,NW
T20120024340,273878,4941,ARTHURS SEAT,ROAD,PURVES,ROAD,767,SW
T20200001075,621763,9999,JOHN,STREET,GREIG,COURT,21,SW
T20220007134,708804,9999,HALL,ROAD,LYREBIRD,DRIVE,121,W
T20210003117,287749,9999,MT RIDLEY,ROAD,SUMMIT,DRIVE,,W
T20150017326,42186,5311,BAY,ROAD,GRAHAM,ROAD,,W
T20120002287,57065,5493,MT DERRIMUT,ROAD,FOLEYS,ROAD,,S
T20160002955,299631,5956,GREENDALE-TRENTHAM,ROAD,DALES CREEK,AVENUE,73,N
T20170002448,313875,2510,PRINCES FREEWAY,EAST,MONASH IN-PRINCES OF,RAMP,,SE
T20160021525,309088,9999,VERONICA,DRIVE,SVEN,STREET,49,N
T20120022777,275915,9999,OLD BARNAWATHA,ROAD,OLD BARNAWARTHA,ROAD,4,S
T20210020990,698496,5605,DALTON,ROAD,CHILDS,ROAD,83,S
T20230030049,279254,2090,DANDENONG ROAD E-FRANKSTON-DANDENONG,ROAD,FRANKSTON-DANDENONG-FRANKSTON IN ON,RAMP,,SW
T20130018793,63669,9999,ALBION,STREET,CORNWALL,STREET,,W
T20120006835,41607,2060,NORTH,ROAD,WINDSOR,AVENUE,,W
T20120028752,70738,2050,CHELTENHAM,ROAD,CARROLL,LANE,,W
T20160010741,303510,9999,CLYDE,STREET,SMITH,STREET,47,SE
T20180006158,359674,9999,MT ANGUS,TRACK,HUGGETTS,TRACK,135,N
T20230023159,782300,5833,KOROROIT CREEK,ROAD,SALTA,DRIVE,191,W
T20180019765,338954,5804,MITCHAM,ROAD,DELHI,STREET,44,N
T20130015003,52215,9999,HEAD,STREET,LIDDIARD,ROAD,,W
T20160001997,300864,5903,CRANBOURNE,ROAD,SAXONWOOD,DRIVE,73,S
T20230027238,803957,2000,MONASH,FREEWAY,WELLINGTON,ROAD,274,NW
T20170011585,319686,2000,MONASH,FREEWAY,MOIRA,STREET,410,NW
T20230010956,263,2080,PUNT,ROAD,ALEXANDRA,AVENUE,,S
T20220016673,37164,5960,SOMERTON,ROAD,UNION,ROAD,,E
T20200012082,51341,9999,PYE,STREET,STRADBROKE,AVENUE,,W
T20210021604,695688,2270,RINGWOOD,BYPASS,WARRANDYTE,ROAD,21,E
T20240026574,815488,5598,KELLAWAY,AVENUE,MT ALEXANDER,ROAD,86,NE
T20210004682,251031,9999,FOX,STREET,LOIS,STREET,,W
T20190008532,303001,5817,HIGH,STREET,CENTRAL,AVENUE,41,N
T20220022775,43757,9999,BLACK DOG,DRIVE,COBURNS,ROAD,,SW
T20210017845,43630,5903,CRANBOURNE,ROAD,CENTRE,ROAD,,N
T20150024836,231,9999,LITTLE COLLINS,STREET,SWANSTON,STREET,,W
T20120018797,224572,5595,PASCOE,AVENUE,PASCOE VALE,ROAD,,NE
T20170004057,55277,5087,STURT,STREET,LYONS N,STREET,,W
T20170002763,315228,5061,SPENCER,STREET,LITTLE BOURKE,STREET,49,S
T20240016151,805828,9999,BRYANTS GAP,ROAD,LOCKHARTS GAP,ROAD,2900,NE
T20160010139,303715,9999,HADE,AVENUE,BASS ALT,ROAD,34,N
T20120008352,251075,5866,SYBELLA,AVENUE,SOUTH GIPPSLAND,HIGHWAY,106,N
T20210025212,699656,5296,BOORAN ROAD -GLEN EIRA,ROAD,KAMBROOK,ROAD,9,SE
T20140016336,279414,9999,SILKWOOD,BOULEVARD,SILKWOOD,BOULEVARD,,E
T20240007303,800284,9999,MORWELL-MARYVALE,ROAD,OLD MELBOURNE,ROAD,25,SW
T20230000445,746710,5751,WHITE HILL,ROAD,SHEEHANS,ROAD,47,NE
T20130022329,265045,5844,BLUFF,ROAD,SUMMIT,AVENUE,49,S
T20160017575,307402,2996,EASTLINK,,HIGH STREET-EASTLINK IN ON,RAMP,174,N
T20240030655,811906,9999,HOLYOAKE,PARADE,RICOTTA,ROAD,43,E
T20130006281,72356,5064,BARRABOOL ROAD -SHANNON,AVENUE,BARRABOOL ALT,ROAD,14,W
T20240022864,808362,9999,TAYLORS,ROAD,SINCLAIRS,ROAD,38,W
T20190019889,613001,5037,TIMBOON-COLAC,ROAD,ROWES N,ROAD,333,SW
T20180018242,335521,2510,DANDENONG,ROAD,BURKE,ROAD,236,NW
T20240018692,282866,2820,WEST GATE,FREEWAY,MILLERS-WEST GATE OUT ON,RAMP,173,W
T20200008008,46412,2000,MONASH,FREEWAY,HUNTINGDALE,ROAD,,E
T20190019250,36737,2510,PRINCES,HIGHWAY,SMITH,ROAD,,NW
T20230016261,246534,5008,LOWER DUNEED,ROAD,CHARLEMONT,ROAD,,W
T20200015270,39009,5286,BURWOOD,ROAD,CAMBERWELL,ROAD,,W
T20130001047,30002,2510,DANDENONG,ROAD,WESTALL,ROAD,25,SE
T20160027575,43620,2510,PRINCES,HIGHWAY,TINKS,ROAD,,NW
T20160023195,43431,2660,NEPEAN,HIGHWAY,HUMPHRIES,ROAD,,N
T20160007164,57515,2510,QUEENS WAY -DANDENONG,ROAD,CHAPEL,STREET,,E
T20120007988,43287,5057,HALLAM,ROAD,FORDHOLM,ROAD,,S
T20240002703,42100,5844,BLUFF,ROAD,LUDSTONE,STREET,,S
T20210011293,352248,5164,THOMPSONS,ROAD,LYNDHURST,BOULEVARD,,E
T20130025400,51526,5217,BENDIGO-EAGLEHAWK,ROAD,NELSON,STREET,,SE
T20140003629,43855,2580,SOUTH GIPPSLAND,HIGHWAY,HUON PARK,ROAD,,NW
T20140002196,732,5799,FERNTREE GULLY,ROAD,MOUNTAIN GATE,DRIVE,,W
T20220012435,1192,5001,RYRIE,STREET,MOORABOOL,STREET,,W
T20240019024,33879,2660,ST KILDA,ROAD,BARKLY,STREET,70,SE
T20180017428,44365,5042,DERRIMUT,ROAD,HEATHS,ROAD,,S
T20190007385,11447,5307,BLACKBURN,ROAD,BLACKBURN-MONASH IN ON,RAMP,,S
T20160023380,29447,5285,BRIDGE,ROAD,BURNLEY,STREET,,W
T20230015777,57515,2510,QUEENS WAY -DANDENONG,ROAD,CHAPEL,STREET,,E
T20160028130,45881,2590,CHURCH,STREET,KEERA,STREET,,W
T20120024946,41249,5296,GLEN EIRA,ROAD,KOOYONG,ROAD,,W
T20170002045,43136,5439,BARRY,ROAD,PASCOE VALE,ROAD,,W
T20240029463,811744,5933,FORSYTH,ROAD,OLD GEELONG,ROAD,,S
T20170005966,69388,9999,SUSSEX,STREET,WELLINGTON,STREET,,S
T20210019674,695278,5078,BALLARAT-CARNGHAM,ROAD,WEDGE TAIL,DRIVE,,E
T20190008832,345342,9999,MIDDLE CREEK,ROAD,JUMBUK,ROAD,,SW
T20230000368,746819,9999,OAKLAND,DRIVE,TEKARRA,DRIVE,82,N
T20150000219,280986,9999,MUNDARING,DRIVE,CLARENDON,STREET,55,S
T20130000991,257623,9999,COLLINS,PARADE,TUCKEY,STREET,50,NE
T20230007221,39195,5502,MAIN,ROAD,MOFFAT,STREET,,E
T20230026378,794800,9999,UNNAMED,,BRAHAMS,ROAD,769,SE
T20150021626,295392,5580,THOMPSON,ROAD,RUTLEDGE,BOULEVARD,,S
T20160012543,304519,9999,MT MARGARET,TRACK,CHROMITE MINE,TRACK,4308,W
T20250004335,816303,9999,FOREST,ROAD,GUNDRYS,ROAD,854,S
T20220005755,28065,5500,SYDNEY,ROAD,FAME,STREET,146,S
T20180011263,337603,9999,KETT,STREET,BUSANA,WAY,24,NW
T20150017806,293339,7385,HUME,FREEWAY,MAIN,ROAD,109,SW
T20150000930,280915,7415,BURKE-EASTERN IN,RAMP,BURKE,ROAD,39,W
T20130009867,62032,9999,BACCHUS MARSH-BALLIANG,ROAD,KERRS,ROAD,,N
T20230013967,776708,2830,EASTERN,FREEWAY,TRAM,ROAD,233,E
T20190004937,45348,5709,KOO WEE RUP-LONGWARRY,ROAD,TAPLINS,ROAD,,W
T20200021600,670206,9999,CALDER PARK,DRIVE,COMMUNITY,HUB,88,S
T20200022284,670152,9999,MCCORMICKS,ROAD,BALLARTO,ROAD,143,N
T20210004044,29424,9999,DONALD,STREET,DROOP,STREET,,SW
T20160023405,57705,5958,DEANS MARSH,ROAD,OCEAN,ROAD,,N
T20190000222,29775,5757,FRANKSTON-FLINDERS,ROAD,BUNGOWER,ROAD,,N
T20160014175,29983,2530,HIGH,STREET,THISTLE,STREET,,SW
T20200007804,43435,9999,BADEN POWELL,DRIVE,HUMPHRIES,ROAD,,W
T20120024547,255969,2290,WELLINGTON,ROAD,WELLINGTON REV,ROAD SERVICE ROAD,76,E
T20210020987,809216,9999,BLACK DOG CREEK,ROAD,GREENS,LANE,429,NE
T20200021683,673829,2660,NEPEAN,HIGHWAY,NEPEAN,HIGHWAY,21,SE
T20200014800,659254,9999,MT GISBORNE,ROAD,AITKEN,STREET,,N
T20230011328,775611,9999,SMITH,STREET,EASEY,STREET,9,S
T20150023510,357552,9999,DELANEYS,ROAD,FACTORY,ROAD,678,NE
T20130007150,35733,9999,DAVID MUNROE,DRIVE,STAINSBY,CRESCENT,,NE
T20140006219,270380,9999,CARRICK,DRIVE,SPRUCE,COURT,,NE
T20150007924,287974,2510,DANDENONG,ROAD,DANDENONG FWD,ROAD SERVICE ROAD,106,NW
T20230007488,765039,9999,DIGGERS,ROAD,RIVERCOAST,ROAD,113,NW
T20170003621,315625,5860,FAIRFIELD-RESERVOIR,ROAD,WINGROVE,STREET,26,N
T20230016028,796019,5920,BORONIA,ROAD,EASTLINK IN-BORONIA OF,RAMP,6,E
T20160023939,310749,5113,BRUTHEN-NOWA NOWA,ROAD,BRUTHEN-BUCHAN,ROAD,1017,W
T20250001221,813845,5811,DIAMOND CREEK,ROAD,LACEBARK,DRIVE,,N
T20150020327,357515,2660,NEPEAN,HIGHWAY,KELVIN,GROVE,18,N
T20210013403,685888,9999,HAZELWOOD,ROAD,MCLEAN,STREET,8,S
T20150001190,281038,9999,MESSMATE,STREET,MAY,ROAD,65,W
T20190003220,342431,9999,THOMPSON,STREET,RIDLEY,AVENUE,8,S
T20230030104,52946,5078,LA TROBE,STREET,WALLIS,STREET,,E
T20190021194,599873,5768,BERWICK-CRANBOURNE,ROAD,GRICES,ROAD,124,S
T20120015882,253276,9999,DELTA,ROAD,NARBETHONG,DRIVE,16,N
T20160004850,303282,9999,TAYLORS,ROAD,CAROLINE SPRINGS,BOULEVARD,35,W
T20210013941,51602,2530,MARONG,ROAD,HONEYSUCKLE,STREET,,NE
T20190013389,40801,5302,HIGHBURY,ROAD,CARRINGTON,COURT,,W
T20190015105,593546,2570,MURRAY VALLEY,HIGHWAY,MT BRUTAL,TRACK,2560,W
T20170006478,316198,5543,TRARALGON-MAFFRA,ROAD,THREE CHAIN,ROAD,121,NE
T20200008139,648704,9999,DALBEATTIE,DRIVE,TATIARA,AVENUE,,S
T20220006634,715189,7425,DALTON-METROPOLITAN RING IN,RAMP,DALTON,ROAD,247,W
T20160014502,305449,9999,LUSHER,ROAD,ANZAC,STREET,13,S
T20240023014,808820,9999,DAVID,STREET,CLEELAND,STREET,130,E
T20180008848,849,5500,SYDNEY,ROAD,SUVLA,GROVE,,S
T20120027916,256803,2090,FRANKSTON-DANDENONG,ROAD,GREENS,ROAD,23,N
T20140024775,73351,5715,COOLART,ROAD,HUNTS,ROAD,,S
T20250005366,815775,2510,DANDENONG,ROAD,MURRUMBEENA,ROAD,127,E
T20220010754,49068,5493,TAYLORS,ROAD,TAYLORS,ROAD,,W
T20190000060,341850,5048,COBURNS,ROAD,BARRIES,ROAD,43,N
T20190012751,347032,9999,BAILLIE,STREET,PERCY,STREET,90,W
T20140015114,273471,9999,BRADLEYS,LANE,LOMATIA,COURT,1177,W
T20150008466,40373,5315,TOORONGA,ROAD,CARROLL,CRESCENT,,S
T20140012270,44247,5720,KURRAK,ROAD,YAN YEAN,ROAD,,SE
T20160020012,308657,9999,BLYTH,STREET,ROBERTS,STREET,17,E
T20150012202,291612,9999,EAST BOUNDARY,ROAD,BAYLES,ROAD,52,N
T20120020081,255300,2880,METROPOLITAN RING,ROAD,METROPOLITAN RING IN-HUME OF,RAMP,43,W
T20230022068,811569,5883,CORIO QUAY,ROAD,LANGDON,STREET,441,NE
T20240014456,806529,5982,RIVER,ROAD,WATERBIRD,COURT,66,W
T20230002546,754201,9999,RIPPON,ROAD,ROSCOE,AVENUE,46,S
T20220004612,781500,2500,RAGLAN,PARADE,LIEBIG,STREET,68,SE
T20150005444,300546,9999,MT PLEASANT,ROAD,JACOBS,STREET,45,W
T20230020672,780447,5793,WHITTLESEA-YEA,ROAD,HUMEVALE,ROAD,951,SW
T20180021427,62240,9999,OUTLOOK,CRESCENT,SHERBOURNE,ROAD,,SW
T20140002814,44625,5910,GRIMSHAW,STREET,OXFORD,DRIVE,,W
T20200018491,664958,5428,KELLETTS,ROAD,STUD,ROAD,15,E
T20220025295,64110,9999,SEPARATION,STREET,SHIERS,STREET,,E
T20180002280,311851,9999,MACAULAY,ROAD,BARNETT,STREET,63,E
T20210004979,49785,5063,FYANSFORD-GHERINGHAP,ROAD,FRIEND IN HAND,ROAD,,SE
T20240001285,796477,9999,THISTLETHWAITE,STREET,WILLIAMS,STREET,33,NE
T20160006329,301361,9999,FORGE CREEK,ROAD,RACECOURSE,ROAD,377,S
T20180006672,329657,9999,ROSAMOND,ROAD,DELACEY,STREET,42,N
T20160008802,302523,9999,CLOW,STREET,FOSTER E,STREET,13,W
T20130021583,58862,5157,KYABRAM-ROCHESTER,ROAD,MCEWEN,ROAD,,N
T20150026755,60785,5087,STURT,STREET,VALE,STREET,,SE
T20170021200,35533,5422,SCORESBY,ROAD,BORONIA,ROAD,,S
T20170015185,357360,9999,LEES,TRACK,BINDI,ROAD,,E
T20160027093,311880,2580,SOUTH GIPPSLAND,HIGHWAY,MARSH,COURT,669,NE
T20220018651,758802,9999,BURRUMBEET-HILLCREST,ROAD,HADDON-PRESTON HILL,ROAD,88,N
T20150020604,294754,9999,BURNT MILL,ROAD,SALTWATER,ROAD,434,NE
T20160028140,312605,9999,ASHBOURNE,ROAD,BOLDISTON,ROAD,14,SW
T20140023855,278122,9999,THE CRESCENT,,MCCULLY,STREET,,NW
T20230016389,788181,9999,HIGH,STREET,HOWARD,STREET,14,N
T20240012470,803790,5898,TOORAK,ROAD,CHAPEL,STREET,12,E
T20240015085,805221,5688,MAIN SOUTH,ROAD,PORTER,PLACE,37,NE
T20180016174,336209,5765,CRANBOURNE,ROAD,PENINSULA LINK IN-CRANBOURNE OF,RAMP,44,E
T20220008673,710266,9999,FRASER SPUR,ROAD,MAPLESON,ROAD,150,NE
T20180016162,336910,5432,HULL,ROAD,REAY,ROAD,152,W
T20180000547,29703,9999,DENYS,STREET,GLYNDA,STREET,,W
T20210002904,675945,9999,FEATHERBROOK,DRIVE,APPLEBOX,CIRCUIT,26,E
T20200008561,651632,2998,BURNLEY,TUNNEL,MARY,STREET,73,W
T20170002397,309218,2510,PRINCES,HIGHWAY,POLICE,ROAD,,SE
T20220008354,29369,5068,MACAULAY,ROAD,BOUNDARY,ROAD,,SE
T20160026808,36985,9999,LONSDALE,STREET,SPRING,STREET,,E
T20120003103,249476,9999,AARON,PLACE,MOUNTAIN VIEW,ROAD,,W
T20200003617,668060,9999,ROXBURGH PARK,DRIVE,GREENSTED,GROVE,99,S
T20230015243,784714,5048,HIGH,STREET,NORTON,DRIVE,2,NW
T20120007015,252896,2000,MONASH,FREEWAY,GREAT VALLEY,ROAD,24,SE
T20130023885,265945,2000,MONASH,FREEWAY,STUD,ROAD,60,NW
T20220009037,719301,5757,FRANKSTON-FLINDERS,ROAD,ONEILLS,ROAD,359,N
T20160000566,36146,5864,MARIBYRNONG,ROAD,BAYVIEW,TERRACE,,E
T20230020506,43152,5970,HEATHERTON,ROAD,MOSSGIEL PARK,DRIVE,,W
T20210011092,690539,5520,WESTERN,HIGHWAY,WESTERN FWD,HIGHWAY SERVICE ROAD,28,SE
T20190019554,656379,5311,BAY,ROAD,NOYES,STREET,11,E
T20240018031,806894,2860,MOOROODUC,HIGHWAY,BENTONS,ROAD,19,S
T20240012723,805651,5514,BROADFORD-FLOWERDALE,ROAD,FLOWERDALE SCHOOL,ROAD,387,N
T20190002120,360297,9999,JASMINE,DRIVE,MAGENTA,COURT,49,NW
T20170004521,314788,5791,HEALESVILLE-KINGLAKE,ROAD,CASTELLA,ROAD,21,SE
T20220005153,708385,2900,WESTERN RING,ROAD,WESTERN-WESTERN RING OUT ON,RAMP,60,E
T20160010259,305057,2400,SPRINGVALE,ROAD,BOX HILL TO RINGWOOD BIKE,PATH,20,N
T20220007571,778657,2400,SPRINGVALE,ROAD,CANTERBURY,ROAD,41,S
T20200013682,262318,2180,STRZELECKI,HIGHWAY,YINNAR-DRIFFIELD ALT,ROAD,,N
T20160025674,35803,2640,GOULBURN VALLEY,HIGHWAY,UNION W,ROAD,,S
T20160025552,39752,9999,EASTFIELD,ROAD,BLAZEY,ROAD,,W
T20240024859,814158,2000,MONASH,FREEWAY,MONASH OUT-HIGH OF,RAMP,14,N
T20170010951,69211,9999,CLIFFORD,GROVE,GLENFERN,ROAD,,E
T20220016246,774819,9999,CASSELLS,ROAD,MAIN,ROAD,5,S
T20120018533,44133,9999,DALGETY,STREET,HIGH,STREET,,W
T20150016769,42874,2400,SPRINGVALE,ROAD,ATHOL,ROAD,,N
T20190002783,342185,9999,FERGUSON,ROAD,TURNBULL,ROAD,766,SW
T20240012855,805652,9999,UP RIVER,ROAD,NOTTS,ROAD,19,E
T20120011860,253878,9999,HIGHFIELD,ROAD,BRISTOL,STREET,52,S
T20200017960,668130,2850,GREENSBOROUGH,HIGHWAY,GREENSBOROUGH-METROPOLITAN RING IN ON,RAMP,6,S
T20130003085,17627,5020,TONE,ROAD,MASON,STREET,,S
T20200004588,632520,5733,SYDNEY,ROAD,PHOENIX,STREET,62,S
T20130010187,38979,5309,AUBURN,ROAD,HARCOURT,STREET,,S
T20200019244,667819,9999,MOGGS CREEK,TRACK,ROBYN,ROAD,188,SW
T20190019983,600766,9999,OLD YARRAGON,ROAD,BAXTERS,ROAD,496,SE
T20120025900,256010,5840,BEACH,ROAD,CENTRAL,AVENUE,23,NW
T20170009069,155708,2800,SETTLEMENT,ROAD,BARWON HEADS,ROAD,,S
T20140025284,42562,2400,BELL,STREET,GORDON,STREET,,W
T20150003592,36073,5055,DONNYBROOK,ROAD,PLENTY,ROAD,,W
T20140021896,233917,9999,DAVIS,ROAD,DOHERTYS,ROAD,,N
T20210001511,673446,9999,MILTON,STREET,WALSH,STREET,3,N
T20180004060,327807,2820,WEST GATE,FREEWAY,CLARENDON,STREET,6,E
T20210010150,682930,5732,MURRAY,ROAD,ALBERT,STREET,24,E
T20120027496,240406,2800,PRINCES,HIGHWAY,PLANTATION,ROAD,,SW
T20190011605,353556,4017,MEREDITH-STEIGLITZ,ROAD,MOLESWORTH,STREET,16,N
T20120021231,72293,9999,NEPTUNE,AVENUE,PLUTO,COURT,,NW
T20220005627,711243,9999,MCCRAE,STREET,POWER,STREET,97,NW
T20140020174,233922,9999,ALBERT HILL,ROAD,VICTORIA,ROAD,,W
T20140020206,275638,9999,SEXTON,STREET,WESTFIELD,DRIVE,,NW
T20140023720,775,9999,FREDA,AVENUE,WILSON,STREET,,W
T20220028446,741929,5948,VICTORIA,STREET,DUKE,STREET,29,E
T20230009985,773805,5378,HEATHCOTE-NAGAMBIE,ROAD,BAIGE,TRACK,24,E
T20140006310,277470,7757,RINGWOOD IN-EASTLINK IN,RAMP,EASTLINK IN-RINGWOOD OUT,RAMP,39,W
T20240027151,811071,9999,FERRIS,ROAD,TREELEAF,LANE,140,S
T20120004461,42394,5803,CLAYTON,ROAD,OSBORNE,AVENUE,,N
T20200006036,223931,9999,STUART,STREET,VINE,STREET,,N
T20240000394,805717,5691,LANG LANG-POOWONG,ROAD,FRYS,LANE,1585,NW
T20190012200,15397,9999,MADDEN,AVENUE,OCONNELL,STREET,,NE
T20220009459,710809,5106,CRAIGIEBURN,ROAD,HEALEY,STREET,23,E
T20200002652,773474,5580,THOMPSON,ROAD,DAREBIN,STREET,12,N
T20140021602,356305,9999,INGLES,STREET,MUNRO,STREET,27,SE
T20140024603,279769,9999,SEPARATION,STREET,BALGONIE,PLACE,46,E
T20160012234,308826,2900,WESTERN RING,ROAD,AIRPORT,DRIVE,20,NE
T20180010727,331554,9999,FALLS,ROAD,WARWICK,ROAD,156,SE
T20170003712,314486,5056,WESTALL,ROAD,DANDENONG,ROAD,278,SW
T20170017938,322419,2750,TOORAK,ROAD,WATTLE VALLEY EXT,ROAD,51,W
T20160014268,43914,5892,SPRING,STREET,REGENT,STREET,,S
T20210016733,36695,5853,JOHNSTON,STREET,LULIE,STREET,,W
T20150002574,281818,9999,MAYNE,STREET,FAIRBAIRN,ROAD,246,E
T20210012883,43994,5760,MORNINGTON-TYABB,ROAD,STUMPY GULLY,ROAD,,W
T20160000833,299387,9999,TAYLORS,ROAD,TAYLORS,ROAD,,SW
T20180011251,331655,9999,SUSSEX,STREET,BELL,STREET,38,N
T20250001536,353375,5768,CLYDE,ROAD,MEADOWLANDS,WAY,,S
T20220013549,727904,5781,MOUNT DANDENONG,ROAD,MT DANDENONG,ROAD,14,E
T20180022184,48566,2060,NORTH,ROAD,HAWTHORN,ROAD,97,E
T20190019868,593562,9999,ORAVEL,STREET,TRENTWOOD,AVENUE,,W
T20240028139,17800,5524,BEECHWORTH-WANGARATTA,ROAD,FLAT ROCK,ROAD,,E
T20190003416,294107,5044,FLEMINGTON,ROAD,ABBOTSFORD,STREET,23,SE
T20190020058,598478,5803,MIDDLEBOROUGH,ROAD,MIDDLEBOROUGH-EASTERN IN ON,RAMP,5,N
T20210022578,39256,2720,WHITEHORSE,ROAD,HOOD,STREET,,W
T20210011690,685635,2590,MIDLAND,HIGHWAY,GEELONG,ROAD,30,SE
T20220007703,774198,2750,BURWOOD,HIGHWAY,STATION,STREET,83,W
T20170001439,49277,5497,GILLIES,STREET,LEOPOLD,STREET,,S
T20120015841,255629,9999,ERNST WANKE,ROAD,NEWHAVEN,DRIVE,75,N
T20160020975,35350,9999,LITTLE LONSDALE,STREET,WILLIAM,STREET,,W
T20180017576,37908,9999,HIGH,STREET,UNION,STREET,,N
T20120006804,29887,2080,PUNT,ROAD,FITZROY,STREET,,SW
T20150000870,54480,9999,CAROLINE SPRINGS,BOULEVARD,LAKE,STREET,,N
T20180010228,37951,9999,DENNIS,STREET,HIGH,STREET,,E
T20190002487,35364,9999,FLINDERS,LANE,SWANSTON,STREET,,E
T20210003137,58010,2090,FRANKSTON-DANDENONG,ROAD,HALL,ROAD,,SW
T20120020097,38653,5520,BALLARAT,ROAD,STUDLEY,STREET,,SE
T20140019951,57349,5814,PLENTY,ROAD,DEVELOPMENT,BOULEVARD,,NE
T20180009220,36221,5979,ROYAL,PARADE,COLLEGE ALT,CRESCENT,,S
T20150011348,51570,2590,NAPIER,STREET,NOLAN,STREET,,SW
T20150016312,36904,2580,SOUTH GIPPSLAND,HIGHWAY,WAVERLEY PARK,DRIVE,,NW
T20220017111,221383,5500,HUME HIGHWAY -SYDNEY,ROAD,COOPER,STREET,,N
T20200019491,43608,5773,BELGRAVE-HALLAM,ROAD,BELGRAVE-HALLAM,ROAD,,N
T20240027496,24378,2460,PRINCES,HIGHWAY,LAKESIDE,BOULEVARD,,E
T20140009659,36816,5819,PASCOE VALE,ROAD,RESERVOIR,DRIVE,,S
T20170023297,29643,5296,BOORAN ROAD -GLEN EIRA,ROAD,KAMBROOK,ROAD,,W
T20230028002,72071,5765,CRANBOURNE,ROAD,WATTLE TREE,LANE,,E
T20160023182,37753,5817,HIGH,STREET,KINGSWAY,DRIVE,,S
T20160027993,43857,2580,SOUTH GIPPSLAND,HIGHWAY,THOMPSONS,ROAD,22,SE
T20160002615,57544,2510,DANDENONG,ROAD,CHADSTONE,ROAD,,NW
T20170024613,40919,5796,STUD,ROAD,BORONIA,ROAD,,SW
T20230014302,43917,5213,CLYDE-FIVE WAYS,ROAD,BALLARTO,ROAD,,N
T20170020257,49321,5175,CONDON,STREET,EDWARDS,ROAD,,W
T20180004252,29726,2510,PRINCES,HIGHWAY,HALLAM SOUTH,ROAD,,NW
T20230016419,36335,5081,CEMETERY,ROAD,PRINCES,STREET,,W
T20170022065,323811,9999,FINCHS,ROAD,CUTHBERTS,ROAD,704,SW
T20140013686,274555,9999,ALBION,STREET,ALBION,STREET,55,E
T20230005513,760571,9999,WARMINGTON,ROAD,MCCOUBRIE,AVENUE,7,E
T20130025307,269894,9999,HODGINS,ROAD,MICHELLE,DRIVE,120,W
T20200012854,657672,2230,WESTERN PORT,HIGHWAY,FRANKSTON-FLINDERS,ROAD,6,N
T20200022012,231470,9999,BOUNDARY,ROAD,FAULKNERS,ROAD,,E
T20170015274,43658,5825,GAP,ROAD,WILSONS,LANE,,E
T20140010586,271228,2570,MURRAY VALLEY,HIGHWAY,PRINCE,ROAD,139,NW
T20230024209,786953,9999,CALDERMEADE,ROAD,MCCRAWS,ROAD,1,NE
T20120019928,254694,2510,PRINCES,HIGHWAY,SUMMERLEA,STREET,50,E
T20160002803,299426,2720,MAIN,STREET,WILLIAM E,STREET,20,E
T20170017150,358665,7415,BURKE-EASTERN IN,RAMP,BURKE,ROAD,85,W
T20150008843,479,5292,RIVERSDALE,ROAD,POWER,STREET,,NW
